ts,host,soc,os,model,rep,num_thread,num_ctx,num_predict,prompt_tokens,gen_tokens,prompt_sec,gen_sec,ttft_sec,total_sec,prompt_tps,gen_tps,proc_rss_mb,proc_hwm_mb,sys_mem_avail_mb,cpu_temp_c
2025-10-06_17:33:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,512,128,512,128,6.2711,5.3127,11.7136,11.6612,81.64,24.09,182,184,7063,80.3
2025-10-06_17:33:59,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,512,128,512,128,6.2703,5.2588,11.6597,11.6064,81.65,24.34,180,184,7066,80.3
2025-10-06_17:34:18,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,32,1024,32,14.2989,1.5035,16.8283,16.7506,71.61,21.28,180,184,7061,81.3
2025-10-06_17:34:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,32,1024,32,14.4432,1.5878,16.1898,16.1122,70.90,20.15,182,184,7055,80.8
2025-10-06_17:34:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,32,1024,32,14.6101,1.5177,16.2848,16.2052,70.09,21.08,182,184,7054,81.3
2025-10-06_17:35:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,64,1024,64,14.6286,3.3502,18.1301,18.0558,70.00,19.10,184,184,7050,80.3
2025-10-06_17:35:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,64,1024,64,14.7124,3.4296,18.2925,18.2182,69.60,18.66,181,184,7051,81.3
2025-10-06_17:35:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,64,1024,64,14.6606,3.0280,17.8421,17.7666,69.85,21.14,184,184,7050,80.8
2025-10-06_17:36:19,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,128,1024,128,14.6628,6.1261,20.9428,20.8649,69.84,20.89,184,184,7049,81.3
2025-10-06_17:36:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,128,1024,128,14.7160,6.5382,21.4071,21.3307,69.58,19.58,184,184,7048,80.8
2025-10-06_17:37:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,128,1024,128,14.7259,6.1956,21.0720,20.9966,69.54,20.66,181,184,7055,82.3
2025-10-06_17:37:46,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,32,2048,32,35.2581,1.7678,38.0910,37.9753,58.09,18.10,180,184,7026,81.8
2025-10-06_17:38:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,32,2048,32,35.5538,1.7993,37.5525,37.4317,57.60,17.78,181,184,7021,81.3
2025-10-06_17:39:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,32,2048,32,35.8546,1.7946,37.8505,37.7305,57.12,17.83,181,184,7018,81.8
2025-10-06_17:39:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,64,2048,64,36.1346,3.6680,40.0085,39.8836,56.68,17.45,183,184,7014,81.8
2025-10-06_17:40:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,64,2048,64,35.8013,3.6377,39.6375,39.5199,57.20,17.59,183,184,7010,80.8
2025-10-06_17:41:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,64,2048,64,36.1195,3.6564,39.9833,39.8606,56.70,17.50,183,184,7012,81.3
2025-10-06_17:41:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,128,2048,128,36.0188,7.1250,43.3454,43.2259,56.86,17.96,183,184,7004,81.3
2025-10-06_17:42:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,128,2048,128,36.0692,7.1778,43.4530,43.3281,56.78,17.83,180,184,7014,81.8
2025-10-06_17:43:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,128,2048,128,36.2185,7.0937,43.5217,43.3921,56.55,18.04,181,184,7008,80.8
2025-10-06_17:45:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,32,4096,32,94.7489,2.3509,98.2671,98.0591,43.23,13.61,184,184,6951,80.8
2025-10-06_17:46:50,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,32,4096,32,94.6233,2.3442,97.2678,97.0555,43.29,13.65,181,184,6947,81.3
2025-10-06_17:48:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,32,4096,32,95.5925,2.3448,98.2378,98.0241,42.85,13.65,184,184,6933,81.8
2025-10-06_17:50:13,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,64,4096,64,95.3146,4.6803,100.2937,100.0829,42.97,13.67,182,184,6940,81.3
2025-10-06_17:51:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,64,4096,64,94.9559,4.6518,99.8981,99.6906,43.14,13.76,180,184,6939,81.3
2025-10-06_17:53:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,64,4096,64,95.0223,4.6752,99.9863,99.7831,43.11,13.69,183,184,6935,80.8
2025-10-06_17:55:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,128,4096,128,95.2717,9.3359,104.9100,104.6951,42.99,13.71,180,184,6933,81.8
2025-10-06_17:57:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,128,4096,128,94.8727,9.3077,104.4769,104.2648,43.17,13.75,183,184,6932,81.8
2025-10-06_17:58:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,128,4096,128,94.4917,9.3558,104.1406,103.9365,43.35,13.68,183,184,6931,82.3
2025-10-06_17:59:13,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,32,512,32,9.3505,2.6507,13.1883,13.1354,54.76,12.07,179,184,6648,78.4
2025-10-06_17:59:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,32,512,32,9.2451,2.6622,12.0360,11.9848,55.38,12.02,180,184,6644,77.9
2025-10-06_17:59:41,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,32,512,32,9.2365,2.6451,12.0097,11.9584,55.43,12.10,180,184,6647,77.4
2025-10-06_17:59:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,64,512,64,9.2388,5.3064,14.6743,14.6206,55.42,12.06,183,184,6643,76.9
2025-10-06_18:00:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,64,512,64,9.2464,5.3459,14.7198,14.6682,55.37,11.97,180,184,6646,77.4
2025-10-06_18:00:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,64,512,64,9.2403,5.3089,14.6793,14.6247,55.41,12.06,183,184,6646,75.9
2025-10-06_18:00:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,128,512,128,9.2383,10.7411,20.1101,20.0564,55.42,11.92,183,184,6647,75.4
2025-10-06_18:01:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,128,512,128,9.2483,10.8297,20.2028,20.1522,55.36,11.82,180,184,6649,75.0
2025-10-06_18:01:39,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,128,512,128,9.2419,10.7654,20.1377,20.0853,55.40,11.89,183,184,6649,75.0
2025-10-06_18:02:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,32,1024,32,20.5458,2.8458,24.6867,24.6153,49.84,11.24,179,184,6643,75.4
2025-10-06_18:02:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,32,1024,32,20.5666,2.8392,23.5583,23.4846,49.79,11.27,182,184,6640,74.0
2025-10-06_18:02:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,32,1024,32,20.5142,2.8590,23.5322,23.4548,49.92,11.19,183,184,6636,74.5
2025-10-06_18:03:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,64,1024,64,20.4895,5.7504,26.3866,26.3142,49.98,11.13,180,184,6635,75.0
2025-10-06_18:03:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,64,1024,64,20.5112,5.7324,26.3956,26.3215,49.92,11.16,180,184,6637,75.0
2025-10-06_18:04:23,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,64,1024,64,20.5131,5.7261,26.3875,26.3149,49.92,11.18,180,184,6905,74.5
2025-10-06_18:04:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,128,1024,128,20.4992,11.5902,32.2434,32.1710,49.95,11.04,183,184,6901,75.0
2025-10-06_18:05:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,128,1024,128,20.5072,11.5679,32.2518,32.1700,49.93,11.07,183,184,6899,74.0
2025-10-06_18:06:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,128,1024,128,20.5473,11.5955,32.2931,32.2188,49.84,11.04,180,184,6900,74.5
2025-10-06_18:07:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,32,2048,32,48.8363,3.2175,53.3916,53.2773,41.94,9.95,180,184,6873,74.0
2025-10-06_18:07:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,32,2048,32,48.9791,3.2270,52.4032,52.2877,41.81,9.92,180,184,6871,74.5
2025-10-06_18:08:51,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,32,2048,32,48.9286,3.2168,52.3417,52.2283,41.86,9.95,180,184,6869,74.0
2025-10-06_18:09:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,64,2048,64,48.8432,6.4121,55.4521,55.3375,41.93,9.98,180,184,6866,74.5
2025-10-06_18:10:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,64,2048,64,48.9166,6.4676,55.5774,55.4623,41.87,9.90,180,184,6863,75.0
2025-10-06_18:11:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,64,2048,64,48.9290,6.4691,55.5927,55.4776,41.86,9.89,181,184,6862,75.0
2025-10-06_18:12:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,128,2048,128,48.8655,13.0514,62.1094,61.9953,41.91,9.81,181,184,6861,74.0
2025-10-06_18:13:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,128,2048,128,48.8848,13.0665,62.1464,62.0301,41.89,9.80,180,184,6861,73.5
2025-10-06_18:14:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,128,2048,128,48.8670,13.0231,62.0869,61.9703,41.91,9.83,180,184,6858,74.0
2025-10-06_18:17:18,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,32,4096,32,133.2110,3.9584,138.6253,138.4254,30.75,8.08,180,184,6809,73.5
2025-10-06_18:19:38,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,32,4096,32,133.0370,3.9256,137.2483,137.0491,30.79,8.15,182,184,6803,73.5
2025-10-06_18:21:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,32,4096,32,133.0316,3.9426,137.2590,137.0623,30.79,8.12,182,184,6801,74.5
2025-10-06_18:24:21,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,64,4096,64,133.0502,7.9229,141.2548,141.0584,30.79,8.08,181,184,6792,73.0
2025-10-06_18:26:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,64,4096,64,133.0755,8.0088,141.3659,141.1695,30.78,7.99,181,184,6786,73.0
2025-10-06_18:29:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,64,4096,64,132.9580,8.0200,141.2611,141.0629,30.81,7.98,181,184,6794,74.0
2025-10-06_18:31:40,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,128,4096,128,132.9896,15.9943,149.2728,149.0694,30.80,8.00,182,184,6790,74.0
2025-10-06_18:34:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,128,4096,128,133.0191,16.0660,149.3737,149.1703,30.79,7.97,181,185,6785,72.5
2025-10-06_18:36:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,128,4096,128,132.7988,15.9571,149.0407,148.8420,30.84,8.02,182,185,6783,75.0
2025-10-06_18:36:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,32,512,32,5.2986,2.7847,9.3881,9.3366,96.63,11.49,181,185,6926,75.9
2025-10-06_18:37:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,512,32,512,32,5.2269,3.0593,8.4195,8.3679,97.95,10.46,183,185,6922,77.9
2025-10-06_18:37:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,512,32,512,32,5.2212,2.9124,8.2615,8.2094,98.06,10.99,182,185,6921,77.4
2025-10-06_18:37:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,64,512,64,5.2529,5.6456,11.0254,10.9733,97.47,11.34,182,185,6918,78.8
2025-10-06_18:37:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,512,64,512,64,5.2349,5.6631,11.0251,10.9731,97.81,11.30,185,185,6919,78.8
2025-10-06_18:37:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,512,64,512,64,5.2707,5.6783,11.0745,11.0222,97.14,11.27,185,185,6918,79.3
2025-10-06_18:38:14,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,128,512,128,5.2790,11.5296,16.9337,16.8818,96.99,11.10,181,185,6919,78.8
2025-10-06_18:38:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,512,128,512,128,5.3035,11.6779,17.1135,17.0585,96.54,10.96,184,185,6916,78.8
2025-10-06_18:38:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,512,128,512,128,5.3144,11.4091,16.8494,16.7975,96.34,11.22,182,185,6918,79.3
2025-10-06_18:39:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,1024,32,1024,32,12.5094,3.0653,16.8746,16.8002,81.86,10.44,181,185,6910,80.3
2025-10-06_18:39:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,1024,32,1024,32,12.6393,3.2072,15.9968,15.9255,81.02,9.98,182,185,6906,80.3
2025-10-06_18:39:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,1024,32,1024,32,12.6089,3.3182,16.0748,16.0037,81.21,9.64,182,185,6903,79.8
2025-10-06_18:40:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,1024,64,1024,64,12.6200,6.4817,19.2529,19.1797,81.14,9.87,182,185,6904,79.8
2025-10-06_18:40:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,1024,64,1024,64,12.6595,6.2176,19.0260,18.9545,80.89,10.29,182,185,6900,80.3
2025-10-06_18:40:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,1024,64,1024,64,12.6893,6.3925,19.2303,19.1586,80.70,10.01,182,185,6899,80.3
2025-10-06_18:41:20,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,1024,128,1024,128,12.7824,13.0026,25.9392,25.8620,80.11,9.84,182,185,6894,79.8
2025-10-06_18:41:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,1024,128,1024,128,12.8112,13.0012,25.9638,25.8909,79.93,9.85,182,185,6895,79.3
2025-10-06_18:42:16,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,1024,128,1024,128,12.7617,12.6765,25.5878,25.5153,80.24,10.10,184,185,6897,79.3
2025-10-06_18:42:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,2048,32,2048,32,31.0339,3.5659,35.9751,35.8484,65.99,8.97,174,185,6884,80.8
2025-10-06_18:43:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,2048,32,2048,32,31.4060,3.6342,35.2421,35.1200,65.21,8.81,172,185,6879,80.8
2025-10-06_18:44:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,2048,32,2048,32,31.4613,3.6533,35.3197,35.1963,65.10,8.76,174,185,6873,80.8
2025-10-06_18:44:51,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,2048,64,2048,64,31.6872,7.1177,38.9987,38.8846,64.63,8.99,174,185,6875,80.8
2025-10-06_18:45:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,2048,64,2048,64,31.9133,7.0508,39.1588,39.0429,64.17,9.08,177,185,6869,81.8
2025-10-06_18:46:13,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,2048,64,2048,64,31.5922,7.1495,38.9357,38.8198,64.83,8.95,174,185,6875,80.8
2025-10-06_18:47:01,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,2048,128,2048,128,31.3438,14.2236,45.7706,45.6492,65.34,9.00,176,185,6867,80.3
2025-10-06_18:47:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,2048,128,2048,128,31.4661,14.2545,45.9175,45.7981,65.09,8.98,177,185,6869,80.3
2025-10-06_18:48:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,2048,128,2048,128,31.6203,14.0248,45.8465,45.7275,64.77,9.13,174,185,6863,80.3
2025-10-06_18:50:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,4096,32,4096,32,85.8995,4.1529,91.5044,91.3042,47.68,7.71,176,185,6811,81.3
2025-10-06_18:51:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,4096,32,4096,32,85.6203,4.1574,90.0635,89.8638,47.84,7.70,177,185,6804,81.3
2025-10-06_18:53:16,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,4096,32,4096,32,86.1596,4.1334,90.5828,90.3794,47.54,7.74,172,185,6806,80.8
2025-10-06_18:54:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,4096,64,4096,64,85.6651,8.3003,94.2551,94.0511,47.81,7.71,174,185,6802,81.8
2025-10-06_18:56:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,4096,64,4096,64,86.2021,8.3002,94.7866,94.5868,47.52,7.71,174,185,6801,81.8
2025-10-06_18:58:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,4096,64,4096,64,86.2064,8.1878,94.6853,94.4841,47.51,7.82,177,185,6793,80.3
2025-10-06_18:59:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,4096,128,4096,128,85.6294,16.2919,102.2091,102.0090,47.83,7.86,177,185,6793,80.8
2025-10-06_19:01:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,4096,128,4096,128,85.8693,16.4362,102.5952,102.3895,47.70,7.79,174,185,6796,80.3
2025-10-06_19:03:22,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,4096,128,4096,128,86.5733,16.4928,103.3557,103.1539,47.31,7.76,177,185,6794,81.3
2025-10-06_19:03:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,512,32,512,32,26.5153,2.6855,30.4000,30.3497,19.31,11.92,184,185,6520,78.4
2025-10-06_19:04:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,512,32,512,32,26.2963,2.6712,29.0953,29.0455,19.47,11.98,184,185,6528,78.8
2025-10-06_19:04:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,512,32,512,32,26.2902,2.6654,29.0856,29.0326,19.47,12.01,182,185,6526,77.9
2025-10-06_19:05:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,512,64,512,64,26.2895,5.4193,31.8402,31.7860,19.48,11.81,182,185,6529,77.9
2025-10-06_19:06:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,512,64,512,64,26.2749,5.4186,31.8216,31.7703,19.49,11.81,185,185,6525,76.9
2025-10-06_19:06:39,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,512,64,512,64,26.2887,5.4026,31.8303,31.7755,19.48,11.85,181,185,6527,76.4
2025-10-06_19:07:19,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,512,128,512,128,26.2790,10.8474,37.2541,37.2024,19.48,11.80,182,185,6528,77.9
2025-10-06_19:07:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,512,128,512,128,26.3318,10.9020,37.3654,37.3123,19.44,11.74,182,185,6530,77.4
2025-10-06_19:08:38,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,512,128,512,128,26.2984,10.8908,37.3164,37.2642,19.47,11.75,185,185,6941,77.4
2025-10-06_19:09:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,1024,32,1024,32,58.0208,3.1001,62.4075,62.3332,17.65,10.32,180,185,6931,76.4
2025-10-06_19:10:46,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,1024,32,1024,32,58.1133,3.1073,61.4252,61.3323,17.62,10.30,182,185,6929,76.4
2025-10-06_19:11:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,1024,32,1024,32,58.0266,3.1137,61.2909,61.2191,17.65,10.28,185,185,6920,75.9
2025-10-06_19:12:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,1024,64,1024,64,57.9681,6.2721,64.3882,64.3149,17.66,10.20,182,185,6925,76.4
2025-10-06_19:14:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,1024,64,1024,64,57.9988,6.2594,64.4072,64.3352,17.66,10.22,182,185,6925,75.9
2025-10-06_19:15:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,1024,64,1024,64,57.6543,6.2675,64.0763,64.0020,17.76,10.21,185,185,6923,77.4
2025-10-06_19:16:21,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,1024,128,1024,128,57.6884,12.5096,70.3515,70.2740,17.75,10.23,182,185,6924,76.4
2025-10-06_19:17:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,1024,128,1024,128,57.7748,12.5537,70.4790,70.4055,17.72,10.20,185,185,6922,75.9
2025-10-06_19:18:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,1024,128,1024,128,57.8213,12.5654,70.5380,70.4633,17.71,10.19,182,185,6920,75.0
2025-10-06_19:21:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,2048,32,2048,32,133.3937,3.9766,138.7189,138.6030,15.35,8.05,181,185,6886,75.9
2025-10-06_19:23:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,2048,32,2048,32,133.6893,3.9734,137.8622,137.7461,15.32,8.05,181,185,6878,75.4
2025-10-06_19:25:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,2048,32,2048,32,133.8488,3.9821,138.0876,137.9572,15.30,8.04,182,185,6881,75.0
2025-10-06_19:28:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,2048,64,2048,64,133.5303,8.0084,141.7656,141.6393,15.34,7.99,180,185,6883,76.4
2025-10-06_19:30:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,2048,64,2048,64,133.6302,8.0071,141.8341,141.7209,15.33,7.99,182,185,6877,75.0
2025-10-06_19:33:00,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,2048,64,2048,64,133.6985,8.0165,141.9146,141.7972,15.32,7.98,181,185,6875,75.4
2025-10-06_19:35:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,2048,128,2048,128,133.9686,16.0511,150.2199,150.1033,15.29,7.97,181,185,6874,75.9
2025-10-06_19:38:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,2048,128,2048,128,133.8017,16.0366,150.0349,149.9196,15.31,7.98,180,185,6878,75.4
2025-10-06_19:40:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,2048,128,2048,128,134.0942,16.0412,150.3337,150.2167,15.27,7.98,181,185,6877,76.4
2025-10-06_21:26:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,512,32,512,32,11.6879,1.2110,13.0295,12.9758,43.81,26.42,185,185,6230,59.9
