ts,host,soc,os,model,rep,num_thread,num_ctx,num_predict,prompt_tokens,gen_tokens,prompt_sec,gen_sec,ttft_sec,total_sec,prompt_tps,gen_tps,proc_rss_mb,proc_hwm_mb,sys_mem_avail_mb,cpu_temp_c
2025-10-07_21:31:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,2048,128,312,128,15.2349,10.5955,26.9916,26.9579,20.48,12.08,195,198,7200,75.0
2025-10-07_21:31:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,2048,128,312,128,15.3487,10.6287,27.1398,27.1042,20.33,12.04,194,198,7192,74.0
2025-10-07_21:32:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,2048,128,312,128,15.2317,10.6606,27.0437,27.0095,20.48,12.01,194,198,7200,75.0
2025-10-07_21:33:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,4096,32,659,32,34.8410,2.8586,38.8702,38.8330,18.91,11.19,196,198,7173,74.5
2025-10-07_21:33:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,4096,32,659,32,34.7893,2.8006,38.7574,38.7197,18.94,11.43,198,198,7190,75.0
2025-10-07_21:34:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,4096,32,659,32,34.4983,2.8388,38.4994,38.4652,19.10,11.27,194,198,7192,74.5
2025-10-07_21:35:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,4096,64,659,64,34.4089,5.8205,41.3954,41.3584,19.15,11.00,194,198,7196,75.4
2025-10-07_21:35:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,4096,64,659,64,34.7870,5.8205,41.7752,41.7379,18.94,11.00,197,198,7186,75.0
2025-10-07_21:36:40,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,4096,64,659,64,34.6132,5.8202,41.5998,41.5623,19.04,11.00,194,198,7199,74.5
2025-10-07_21:37:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,2,4096,128,659,128,34.7650,12.0233,47.9614,47.9197,18.96,10.65,194,198,7195,74.5
2025-10-07_21:38:20,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,2,4096,128,659,128,34.8721,12.0387,48.0796,48.0422,18.90,10.63,197,198,7191,75.4
2025-10-07_21:39:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,2,4096,128,659,128,34.7478,11.8139,47.7292,47.6935,18.97,10.83,194,198,7195,75.9
2025-10-07_21:39:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,512,32,59,32,1.4396,2.3532,4.9567,4.9242,40.98,13.60,197,198,7196,75.4
2025-10-07_21:39:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,512,32,59,32,1.3935,2.4074,4.9627,4.9281,42.34,13.29,194,198,7201,75.9
2025-10-07_21:39:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,512,32,59,32,1.3925,2.3902,4.9470,4.9145,42.37,13.39,194,198,7185,76.9
2025-10-07_21:39:41,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,512,64,59,64,1.4187,4.7731,7.3632,7.3291,41.59,13.41,194,198,7100,76.4
2025-10-07_21:39:50,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,512,64,59,64,1.4119,4.8536,7.4317,7.3969,41.79,13.19,196,198,7192,76.9
2025-10-07_21:40:00,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,512,64,59,64,1.3814,4.8706,7.4173,7.3836,42.71,13.14,195,198,7192,78.4
2025-10-07_21:40:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,512,128,59,128,1.3795,10.0378,12.5830,12.5489,42.77,12.75,195,198,7194,77.9
2025-10-07_21:40:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,512,128,59,128,1.3686,9.8014,12.3387,12.3061,43.11,13.06,195,198,7198,78.4
2025-10-07_21:40:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,512,128,59,128,1.3851,9.8326,12.3872,12.3505,42.60,13.02,199,199,7172,78.8
2025-10-07_21:40:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,1024,32,130,32,3.1541,2.4800,6.8029,6.7692,41.22,12.90,196,200,7189,79.8
2025-10-07_21:41:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,1024,32,130,32,3.1826,2.4860,6.8338,6.8010,40.85,12.87,198,200,7112,78.8
2025-10-07_21:41:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,1024,32,130,32,3.2081,2.4917,6.8636,6.8315,40.52,12.84,195,200,7178,79.3
2025-10-07_21:41:22,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,1024,64,130,64,3.1957,4.9395,9.3023,9.2685,40.68,12.96,198,200,7179,79.3
2025-10-07_21:41:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,1024,64,130,64,3.1821,5.0970,9.4309,9.3961,40.85,12.56,196,200,7193,79.3
2025-10-07_21:41:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,1024,64,130,64,3.1519,5.1244,9.4443,9.4110,41.24,12.49,198,200,7184,80.8
2025-10-07_21:42:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,1024,128,130,128,3.1752,10.1647,14.5011,14.4659,40.94,12.59,195,200,7194,80.3
2025-10-07_21:42:19,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,1024,128,130,128,3.2288,10.3469,14.7431,14.7056,40.26,12.37,195,200,7185,80.3
2025-10-07_21:42:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,1024,128,130,128,3.1929,11.1839,15.5448,15.5099,40.72,11.45,195,200,7186,79.8
2025-10-07_21:42:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,2048,32,312,32,8.5973,2.9448,12.7087,12.6721,36.29,10.87,195,200,7192,80.8
2025-10-07_21:43:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,2048,32,312,32,8.7364,2.9086,12.8103,12.7734,35.71,11.00,197,200,7166,81.3
2025-10-07_21:43:22,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,2048,32,312,32,8.7414,2.8927,12.7955,12.7600,35.69,11.06,197,200,7198,79.8
2025-10-07_21:43:40,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,2048,64,312,64,8.8298,5.7424,15.7429,15.7065,35.33,11.15,199,200,7176,80.3
2025-10-07_21:43:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,2048,64,312,64,8.7520,5.7589,15.6814,15.6463,35.65,11.11,195,200,7181,82.3
2025-10-07_21:44:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,2048,64,312,64,8.8719,5.7995,15.8401,15.8009,35.17,11.04,198,200,7173,81.3
2025-10-07_21:44:39,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,2048,128,312,128,8.7664,11.6202,21.5546,21.5200,35.59,11.02,200,200,7178,80.8
2025-10-07_21:45:03,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,2048,128,312,128,8.8376,11.5475,21.5519,21.5189,35.30,11.08,200,200,7191,81.8
2025-10-07_21:45:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,2048,128,312,128,8.8935,11.6592,21.7308,21.6910,35.08,10.98,195,201,7196,81.8
2025-10-07_21:45:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,4096,32,659,32,21.2455,3.1291,25.5443,25.5050,31.02,10.23,198,201,7190,81.3
2025-10-07_21:46:23,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,4096,32,659,32,21.9107,3.5106,26.5951,26.5560,30.08,9.12,196,201,7182,81.3
2025-10-07_21:46:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,4096,32,659,32,22.4227,3.1362,26.7306,26.6920,29.39,10.20,196,201,7194,82.3
2025-10-07_21:47:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,4096,64,659,64,22.3792,6.3977,29.9528,29.9134,29.45,10.00,196,201,7189,82.3
2025-10-07_21:47:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,4096,64,659,64,22.1951,6.2684,29.6336,29.5937,29.69,10.21,198,201,7190,81.3
2025-10-07_21:48:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,4096,64,659,64,22.0173,6.3281,29.5065,29.4700,29.93,10.11,196,201,7184,80.8
2025-10-07_21:49:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,1,4,4096,128,659,128,22.0837,12.7732,36.0313,35.9916,29.84,10.02,196,201,7192,81.8
2025-10-07_21:49:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,2,4,4096,128,659,128,22.0065,12.7210,35.9028,35.8631,29.95,10.06,197,201,7192,81.3
2025-10-07_21:50:23,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-q5,3,4,4096,128,659,128,22.0956,13.1656,36.4313,36.3897,29.82,9.72,196,201,7193,81.3
2025-10-07_21:50:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,512,32,59,32,2.1580,5.1055,8.6853,8.6528,27.34,6.27,199,201,7127,78.4
2025-10-07_21:50:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,512,32,59,32,2.1461,5.1061,8.6726,8.6411,27.49,6.27,197,201,7175,77.4
2025-10-07_21:50:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,512,32,59,32,2.1216,5.1428,8.6844,8.6510,27.81,6.22,200,201,7173,76.4
2025-10-07_21:51:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,512,64,59,64,2.1818,10.4852,14.0752,14.0422,27.04,6.10,196,201,7182,75.4
2025-10-07_21:51:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,512,64,59,64,2.1126,10.4472,13.9856,13.9512,27.93,6.13,199,201,7187,74.5
2025-10-07_21:51:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,512,64,59,64,2.1995,10.4543,14.0702,14.0370,26.82,6.12,197,201,7179,75.0
2025-10-07_21:52:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,512,128,59,128,2.1604,21.1069,24.9341,24.9014,27.31,6.06,200,201,7185,75.0
2025-10-07_21:52:38,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,512,128,59,128,2.1586,21.0028,24.5774,24.5435,27.33,6.09,199,201,7182,75.0
2025-10-07_21:53:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,512,128,59,128,2.1864,21.1327,24.7392,24.7038,26.98,6.06,197,201,7186,74.5
2025-10-07_21:53:19,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,1024,32,130,32,4.9007,5.1449,11.4632,11.4280,26.53,6.22,196,201,7194,73.5
2025-10-07_21:53:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,1024,32,130,32,4.9419,5.1949,11.5529,11.5176,26.31,6.16,196,201,7144,73.0
2025-10-07_21:53:46,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,1024,32,130,32,4.8686,5.1643,11.4470,11.4128,26.70,6.20,197,201,7181,73.5
2025-10-07_21:54:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,1024,64,130,64,4.8870,10.4781,16.7781,16.7455,26.60,6.11,198,201,7176,73.5
2025-10-07_21:54:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,1024,64,130,64,4.7846,10.4402,16.8898,16.8568,27.17,6.13,196,201,7173,73.5
2025-10-07_21:54:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,1024,64,130,64,4.9390,10.5351,16.8893,16.8543,26.32,6.07,199,201,7189,71.5
2025-10-07_21:55:13,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,1024,128,130,128,4.8389,21.0968,27.3474,27.3127,26.87,6.07,200,201,7187,73.0
2025-10-07_21:55:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,1024,128,130,128,4.8247,21.1541,27.3836,27.3494,26.94,6.05,197,201,7190,74.0
2025-10-07_21:56:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,1024,128,130,128,4.8422,21.2549,27.5174,27.4812,26.85,6.02,196,201,7189,73.5
2025-10-07_21:56:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,2048,32,312,32,12.4214,5.3226,19.4112,19.3764,25.12,6.01,199,201,7192,73.0
2025-10-07_21:56:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,2048,32,312,32,12.6663,5.2624,19.3407,19.3051,24.63,6.08,196,201,7189,75.0
2025-10-07_21:57:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,2048,32,312,32,12.5868,5.2282,19.4840,19.4476,24.79,6.12,199,201,7183,72.5
2025-10-07_21:57:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,2048,64,312,64,12.5892,10.6839,24.6822,24.6497,24.78,5.99,196,201,7172,72.5
2025-10-07_21:58:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,2048,64,312,64,12.4633,10.8086,24.6808,24.6446,25.03,5.92,197,201,7192,74.5
2025-10-07_21:58:38,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,2048,64,312,64,12.5701,10.8382,24.8180,24.7843,24.82,5.91,198,201,7190,73.5
2025-10-07_21:59:16,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,2048,128,312,128,12.5771,21.8991,35.8885,35.8540,24.81,5.84,197,201,7195,74.0
2025-10-07_21:59:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,2048,128,312,128,12.3842,21.7567,35.8063,35.7717,25.19,5.88,200,201,7191,73.5
2025-10-07_22:00:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,2048,128,312,128,12.4481,21.6072,35.4656,35.4299,25.06,5.92,197,201,7191,73.5
2025-10-07_22:01:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,4096,32,659,32,28.7354,5.4904,35.8943,35.8549,22.93,5.83,199,201,7193,73.5
2025-10-07_22:01:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,4096,32,659,32,28.7437,5.5711,35.9754,35.9387,22.93,5.74,197,201,7187,72.5
2025-10-07_22:02:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,4096,32,659,32,28.7684,5.5196,35.9569,35.9179,22.91,5.80,199,201,7189,75.0
2025-10-07_22:03:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,4096,64,659,64,28.3610,11.3451,41.3716,41.3339,23.24,5.64,197,201,7190,73.0
2025-10-07_22:03:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,4096,64,659,64,28.3886,11.3159,41.3687,41.3329,23.21,5.66,197,201,7189,73.0
2025-10-07_22:04:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,4096,64,659,64,28.3155,11.3889,41.3662,41.3296,23.27,5.62,196,201,7195,73.5
2025-10-07_22:05:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,2,4096,128,659,128,28.3157,22.7834,52.7616,52.7250,23.27,5.62,196,201,7193,74.0
2025-10-07_22:06:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,2,4096,128,659,128,28.7229,23.0160,53.4023,53.3649,22.94,5.56,197,201,7187,72.5
2025-10-07_22:07:22,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,2,4096,128,659,128,28.7051,22.9931,53.3645,53.3279,22.96,5.57,196,201,7194,72.0
2025-10-07_22:07:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,512,32,59,32,1.2267,5.4617,8.0981,8.0657,48.10,5.86,199,201,7175,74.5
2025-10-07_22:07:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,512,32,59,32,1.2513,5.3856,8.0445,8.0128,47.15,5.94,199,201,7096,75.0
2025-10-07_22:07:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,512,32,59,32,1.2673,5.2695,7.9536,7.9218,46.56,6.07,196,201,7176,75.9
2025-10-07_22:08:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,512,64,59,64,1.2220,10.8845,13.5198,13.4870,48.28,5.88,199,201,7155,75.4
2025-10-07_22:08:25,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,512,64,59,64,1.2580,11.7278,14.4009,14.3653,46.90,5.46,197,201,7167,75.9
2025-10-07_22:08:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,512,64,59,64,1.2556,11.6661,14.3414,14.3092,46.99,5.49,198,201,7168,75.9
2025-10-07_22:09:11,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,512,128,59,128,1.2206,24.2164,26.8548,26.8215,48.34,5.29,197,201,7189,76.9
2025-10-07_22:09:41,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,512,128,59,128,1.2681,24.9148,27.6048,27.5688,46.53,5.14,200,201,7189,77.4
2025-10-07_22:10:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,512,128,59,128,1.2329,21.9520,24.6069,24.5734,47.85,5.83,200,201,7183,77.4
2025-10-07_22:10:20,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,1024,32,130,32,2.7547,6.2652,10.4311,10.3984,47.19,5.11,199,201,7146,77.4
2025-10-07_22:10:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,1024,32,130,32,2.8417,5.7596,10.0197,9.9888,45.75,5.56,196,201,7104,77.9
2025-10-07_22:10:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,1024,32,130,32,2.6936,5.0718,9.1451,9.1156,48.26,6.31,199,201,7173,76.4
2025-10-07_22:10:59,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,1024,64,130,64,2.6455,9.3373,13.3677,13.3372,49.14,6.85,197,201,7180,76.4
2025-10-07_22:11:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,1024,64,130,64,3.1109,20.8128,25.3139,25.2820,41.79,3.08,198,201,7042,77.9
2025-10-07_22:11:50,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,1024,64,130,64,5.6036,14.0172,21.3243,21.2855,23.20,4.57,197,201,7168,78.4
2025-10-07_22:12:20,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,1024,128,130,128,2.7851,23.5096,27.7132,27.6794,46.68,5.44,197,201,7165,78.8
2025-10-07_22:12:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,1024,128,130,128,2.8666,22.2757,26.5669,26.5257,45.35,5.75,198,201,7167,78.8
2025-10-07_22:13:18,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,1024,128,130,128,2.8425,22.7702,27.0301,26.9966,45.73,5.62,196,201,7177,78.8
2025-10-07_22:13:35,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,2048,32,312,32,7.5199,5.6091,14.8009,14.7646,41.49,5.71,197,201,7173,79.3
2025-10-07_22:13:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,2048,32,312,32,7.3975,5.9568,15.0293,14.9877,42.18,5.37,197,201,7170,79.3
2025-10-07_22:14:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,2048,32,312,32,7.4592,6.1701,15.3027,15.2646,41.83,5.19,197,201,7163,78.8
2025-10-07_22:14:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,2048,64,312,64,7.5006,11.2596,20.4354,20.3992,41.60,5.68,198,201,7163,79.8
2025-10-07_22:14:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,2048,64,312,64,7.6550,11.2442,20.5713,20.5332,40.76,5.69,197,201,7175,79.3
2025-10-07_22:15:18,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,2048,64,312,64,7.6445,11.4016,20.7111,20.6762,40.81,5.61,198,201,7173,80.3
2025-10-07_22:15:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,2048,128,312,128,7.4774,23.8045,32.9640,32.9267,41.73,5.38,200,201,7164,79.8
2025-10-07_22:16:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,2048,128,312,128,7.5571,22.9223,32.1489,32.1136,41.29,5.58,197,201,7175,80.3
2025-10-07_22:17:03,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,2048,128,312,128,7.6713,24.2487,33.5793,33.5449,40.67,5.28,197,201,7200,79.8
2025-10-07_22:17:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,4096,32,659,32,17.9120,6.6582,26.2460,26.2080,36.79,4.81,197,201,7196,79.3
2025-10-07_22:18:00,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,4096,32,659,32,18.1183,6.4183,26.2134,26.1749,36.37,4.99,200,201,7196,80.3
2025-10-07_22:18:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,4096,32,659,32,17.9154,6.2402,25.8317,25.7926,36.78,5.13,197,201,7194,81.3
2025-10-07_22:19:03,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,4096,64,659,64,18.3019,12.8029,32.7763,32.7397,36.01,5.00,199,201,7189,79.8
2025-10-07_22:19:38,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,4096,64,659,64,17.9544,12.5035,32.1307,32.0926,36.70,5.12,199,201,7199,81.8
2025-10-07_22:20:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,4096,64,659,64,18.4032,12.4649,32.5393,32.5034,35.81,5.13,196,201,7200,80.8
2025-10-07_22:21:00,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,1,4,4096,128,659,128,18.2967,25.3047,45.2773,45.2396,36.02,5.06,198,201,7198,80.8
2025-10-07_22:21:46,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,2,4,4096,128,659,128,18.0157,24.5915,44.2832,44.2460,36.58,5.21,196,201,7199,80.3
2025-10-07_22:22:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-260m-f16,3,4,4096,128,659,128,18.4527,25.5850,45.7107,45.6725,35.71,5.00,196,201,7195,80.3
